analysis,outcome,term,k,coef,se,odds_ratio,ci_low,ci_high,q,tau2,i2_pct,status
joint_exposure,next_healthy_aging_binary,both,4,0.49804488910645855,0.09897677955203404,1.6455009868152042,1.3553373649767866,1.9977856197126138,57.33273127173837,0.03655060085678003,94.76738691240614,ok
joint_exposure,next_healthy_aging_binary,internet_only,4,0.4020763736839279,0.017844368484313183,1.4949255012839795,1.4435443036202362,1.548135549968602,1.8253500885437104,0.0,0.0,ok
joint_exposure,next_healthy_aging_binary,social_only,4,0.1388899961484358,0.06746057315056689,1.1489976988791122,1.0066895485150724,1.3114228850164016,36.308900110764235,0.01577979011909235,91.73756299186103,ok
