analysis,outcome,k,reri,reri_se,ci_low,ci_high,q,tau2,i2_pct,status
joint_interaction,next_healthy_aging_binary,4,0.06518010602938623,0.07004705104459008,-0.07211211401801032,0.20247232607678278,7.0773057616144985,0.01083285171127392,57.610987838461995,ok
